category,city,country_region,customer_id,customer_name,order_date,order_id,postal_code,product_id,product_name,region,row_id,segment,ship_date,ship_mode,ship_status,state,sub_category,days_to_ship_actual,days_to_ship_scheduled,discount,profit,quantity,sales,sales_forecast
Furniture,Franklin,United States,AG-10300,Aleksandra Gannaway,2020-12-05,CA-2020-143749,2038,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,East,4185,Corporate,2020-12-07,First Class,Shipped Late,Massachusetts,Bookcases,2,1,0,20,1,82,85
Furniture,Baltimore,United States,AJ-10780,Anthony Jacobs,2021-05-14,US-2021-133361,21215,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",East,6463,Corporate,2021-05-17,First Class,Shipped Late,Maryland,Chairs,3,1,0,24,2,262,271
Furniture,Milford,United States,DR-12880,Dan Reichenbach,2021-06-29,CA-2021-143574,6460,FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",East,5735,Corporate,2021-07-02,First Class,Shipped Late,Connecticut,Furnishings,3,1,0,9,2,25,26
Furniture,Oceanside,United States,JP-15460,Jennifer Patt,2018-08-24,CA-2018-107916,11572,FUR-FU-10004586,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,East,3133,Corporate,2018-08-26,First Class,Shipped Late,New York,Furnishings,2,1,0,6,2,13,14
Furniture,Cranston,United States,AH-10075,Adam Hart,2021-10-23,CA-2021-125451,2920,FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,East,8448,Corporate,2021-10-24,First Class,Shipped On Time,Rhode Island,Furnishings,1,1,0,51,2,211,218
Furniture,Cranston,United States,AH-10075,Adam Hart,2021-10-23,CA-2021-125451,2920,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",East,8447,Corporate,2021-10-24,First Class,Shipped On Time,Rhode Island,Furnishings,1,1,0,15,4,35,36
Furniture,New York City,United States,EA-14035,Erin Ashbrook,2020-02-21,CA-2020-121447,10011,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",East,9013,Corporate,2020-02-22,First Class,Shipped On Time,New York,Furnishings,1,1,0,67,7,136,141
Furniture,Milford,United States,DR-12880,Dan Reichenbach,2021-06-29,CA-2021-143574,6460,FUR-BO-10002598,"Hon Metal Bookcases, Putty",East,5733,Corporate,2021-07-02,First Class,Shipped Late,Connecticut,Bookcases,3,1,0,185,9,639,661
Furniture,New York City,United States,MY-17380,Maribeth Yedwab,2021-10-16,CA-2021-132234,10011,FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,East,1597,Corporate,2021-10-18,First Class,Shipped Late,New York,Furnishings,2,1,0,175,13,547,566
Furniture,Watertown,United States,EH-13765,Edward Hooks,2021-08-17,US-2021-111423,13601,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,East,1921,Corporate,2021-08-19,First Class,Shipped Late,New York,Chairs,2,1,0.1,98,2,463,479
Furniture,New York City,United States,HR-14830,Harold Ryan,2021-03-24,CA-2021-166184,10035,FUR-CH-10003396,Global Deluxe Steno Chair,East,7800,Corporate,2021-03-27,First Class,Shipped Late,New York,Chairs,3,1,0.1,2,3,208,215
Furniture,Long Beach,United States,FH-14365,Fred Hopkins,2019-11-03,CA-2019-162047,11561,FUR-CH-10004983,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,East,5764,Corporate,2019-11-05,First Class,Shipped Late,New York,Chairs,2,1,0.1,209,10,1449,1500
Furniture,Mason,United States,EA-14035,Erin Ashbrook,2018-11-01,CA-2018-114195,45040,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",East,9869,Corporate,2018-11-03,First Class,Shipped Late,Ohio,Furnishings,2,1,0.2,16,2,69,71
Furniture,Philadelphia,United States,CV-12805,Cynthia Voltz,2021-04-20,CA-2021-151484,19120,FUR-FU-10001876,"Computer Room Manger, 14""",East,6154,Corporate,2021-04-23,First Class,Shipped Late,Pennsylvania,Furnishings,3,1,0.2,10,2,52,54
Furniture,Philadelphia,United States,DG-13300,Deirdre Greer,2019-07-03,US-2019-153500,19134,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,East,1051,Corporate,2019-07-05,First Class,Shipped Late,Pennsylvania,Furnishings,2,1,0.2,-29,2,168,174
Furniture,Philadelphia,United States,CV-12805,Cynthia Voltz,2021-04-20,CA-2021-151484,19120,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",East,6157,Corporate,2021-04-23,First Class,Shipped Late,Pennsylvania,Furnishings,3,1,0.2,10,3,42,44
Furniture,Philadelphia,United States,KE-16420,Katrina Edelman,2021-12-04,CA-2021-147550,19134,FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,East,9071,Corporate,2021-12-05,First Class,Shipped On Time,Pennsylvania,Furnishings,1,1,0.2,3,3,11,12
Furniture,Columbus,United States,VP-21760,Victoria Pisteka,2019-05-29,CA-2019-111339,43229,FUR-FU-10002506,"Tensor ""Hersey Kiss"" Styled Floor Lamp",East,9371,Corporate,2019-05-31,First Class,Shipped Late,Ohio,Furnishings,2,1,0.2,-4,4,42,43
Furniture,Lakewood,United States,CP-12085,Cathy Prescott,2021-10-09,CA-2021-132430,44107,FUR-FU-10003577,Nu-Dell Leatherette Frames,East,2712,Corporate,2021-10-11,First Class,Shipped Late,Ohio,Furnishings,2,1,0.2,9,4,46,47
Furniture,Philadelphia,United States,DG-13300,Deirdre Greer,2019-07-03,US-2019-153500,19134,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",East,1053,Corporate,2019-07-05,First Class,Shipped Late,Pennsylvania,Furnishings,2,1,0.2,57,9,283,293
Furniture,Columbus,United States,VP-21760,Victoria Pisteka,2019-05-29,CA-2019-111339,43229,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,East,9372,Corporate,2019-05-31,First Class,Shipped Late,Ohio,Chairs,2,1,0.3,-86,3,317,328
Furniture,Cranston,United States,AH-10075,Adam Hart,2021-10-23,CA-2021-125451,2920,FUR-TA-10004915,"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",East,8449,Corporate,2021-10-24,First Class,Shipped On Time,Rhode Island,Tables,1,1,0.3,-128,3,638,660
Furniture,Wilmington,United States,TS-21370,Todd Sumrall,2019-07-11,CA-2019-136469,19805,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",East,5039,Corporate,2019-07-12,First Class,Shipped On Time,Delaware,Tables,1,1,0.3,-37,4,200,207
Furniture,Cranston,United States,AH-10075,Adam Hart,2021-10-23,CA-2021-125451,2920,FUR-TA-10001039,KI Adjustable-Height Table,East,8446,Corporate,2021-10-24,First Class,Shipped On Time,Rhode Island,Tables,1,1,0.3,-14,4,241,249
Furniture,Philadelphia,United States,HR-14830,Harold Ryan,2019-12-22,CA-2019-157287,19140,FUR-CH-10001270,Harbour Creations Steel Folding Chair,East,8543,Corporate,2019-12-23,First Class,Shipped On Time,Pennsylvania,Chairs,1,1,0.3,0,7,423,437
Furniture,Philadelphia,United States,BS-11590,Brendan Sweed,2018-01-14,CA-2018-149524,19140,FUR-BO-10003433,Sauder Cornerstone Collection Library,East,6475,Corporate,2018-01-15,First Class,Shipped On Time,Pennsylvania,Bookcases,1,1,0.5,-53,4,62,64
Furniture,Sandy Springs,United States,TB-21355,Todd Boyes,2021-05-18,CA-2021-159464,30328,FUR-BO-10003546,Hon 4-Shelf Metal Bookcases,South,4424,Corporate,2021-05-19,First Class,Shipped On Time,Georgia,Bookcases,1,1,0,76,3,303,314
Furniture,Florence,United States,GB-14530,George Bell,2021-04-01,CA-2021-129028,29501,FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",South,6008,Corporate,2021-04-03,First Class,Shipped Late,South Carolina,Furnishings,2,1,0,22,3,128,132
Furniture,Springfield,United States,CC-12610,Corey Catlett,2018-08-27,CA-2018-124688,22153,FUR-TA-10003569,Bretford CR8500 Series Meeting Room Furniture,South,3485,Corporate,2018-08-29,First Class,Shipped Late,Virginia,Tables,2,1,0,301,3,1203,1245
Furniture,Suffolk,United States,RS-19420,Ricardo Sperren,2021-07-15,US-2021-128951,23434,FUR-TA-10004575,Hon 5100 Series Wood Tables,South,7691,Corporate,2021-07-17,First Class,Shipped Late,Virginia,Tables,2,1,0,157,3,873,903
Furniture,Springfield,United States,CC-12610,Corey Catlett,2018-08-27,CA-2018-124688,22153,FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",South,3484,Corporate,2018-08-29,First Class,Shipped Late,Virginia,Furnishings,2,1,0,13,4,29,30
Furniture,Jacksonville,United States,KL-16555,Kelly Lampkin,2020-11-06,US-2020-153815,32216,FUR-CH-10000513,High-Back Leather Manager's Chair,South,4971,Corporate,2020-11-09,First Class,Shipped Late,Florida,Chairs,3,1,0.2,-29,2,208,215
Furniture,Nashville,United States,RR-19525,Rick Reed,2019-12-05,US-2019-131842,37211,FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",South,8648,Corporate,2019-12-08,First Class,Shipped Late,Tennessee,Chairs,3,1,0.2,11,2,97,101
Furniture,Jacksonville,United States,KL-16555,Kelly Lampkin,2020-11-06,US-2020-153815,32216,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",South,4973,Corporate,2020-11-09,First Class,Shipped Late,Florida,Furnishings,3,1,0.2,6,2,36,37
Furniture,Palm Coast,United States,DM-13525,Don Miller,2018-07-05,CA-2018-103317,32137,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,South,5437,Corporate,2018-07-08,First Class,Shipped Late,Florida,Furnishings,3,1,0.2,5,2,20,20
Furniture,Jacksonville,United States,AB-10600,Ann Blume,2019-11-30,CA-2019-158323,28540,FUR-FU-10001546,Dana Swing-Arm Lamps,South,7754,Corporate,2019-12-03,First Class,Shipped Late,North Carolina,Furnishings,3,1,0.2,1,2,17,18
Furniture,Jacksonville,United States,MC-17605,Matt Connell,2021-05-09,CA-2021-134810,28540,FUR-CH-10001270,Harbour Creations Steel Folding Chair,South,8282,Corporate,2021-05-10,First Class,Shipped On Time,North Carolina,Chairs,1,1,0.2,26,3,207,214
Furniture,Lakeland,United States,JE-15610,Jim Epp,2019-06-11,CA-2019-121720,33801,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",South,3121,Corporate,2019-06-12,First Class,Shipped On Time,Florida,Furnishings,1,1,0.2,7,3,49,50
Furniture,Lakeland,United States,MC-17605,Matt Connell,2018-03-19,CA-2018-103989,33801,FUR-FU-10002508,Document Clip Frames,South,6166,Corporate,2018-03-21,First Class,Shipped Late,Florida,Furnishings,2,1,0.2,6,3,20,21
Furniture,Lakeland,United States,MC-17605,Matt Connell,2018-03-19,CA-2018-103989,33801,FUR-FU-10003981,Eldon Wave Desk Accessories,South,6165,Corporate,2018-03-21,First Class,Shipped Late,Florida,Furnishings,2,1,0.2,1,3,5,5
Furniture,Palm Coast,United States,DM-13525,Don Miller,2018-07-05,CA-2018-103317,32137,FUR-FU-10003192,Luxo Adjustable Task Clamp Lamp,South,5439,Corporate,2018-07-08,First Class,Shipped Late,Florida,Furnishings,3,1,0.2,16,3,213,221
Furniture,Smyrna,United States,BV-11245,Benjamin Venier,2019-06-18,CA-2019-156734,37167,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",South,6731,Corporate,2019-06-20,First Class,Shipped Late,Tennessee,Chairs,2,1,0.2,56,4,643,666
Furniture,Lakeland,United States,JE-15610,Jim Epp,2019-06-11,CA-2019-121720,33801,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,South,3119,Corporate,2019-06-12,First Class,Shipped On Time,Florida,Chairs,1,1,0.2,-183,5,1124,1163
Furniture,Raleigh,United States,FA-14230,Frank Atkinson,2019-07-02,CA-2019-140718,27604,FUR-FU-10000076,24-Hour Round Wall Clock,South,8850,Corporate,2019-07-04,First Class,Shipped Late,North Carolina,Furnishings,2,1,0.2,46,10,160,165
Furniture,Greensboro,United States,KL-16555,Kelly Lampkin,2021-11-04,CA-2021-147760,27405,FUR-TA-10004575,Hon 5100 Series Wood Tables,South,3799,Corporate,2021-11-05,First Class,Shipped On Time,North Carolina,Tables,1,1,0.4,-192,3,524,542
Furniture,Knoxville,United States,FH-14365,Fred Hopkins,2018-10-20,CA-2018-169684,37918,FUR-TA-10003008,"Lesro Round Back Collection Coffee Table, End Table",South,6537,Corporate,2018-10-23,First Class,Shipped Late,Tennessee,Tables,3,1,0.4,-148,3,329,340
Furniture,Fairfield,United States,DH-13075,Dave Hallsten,2021-03-28,US-2021-147886,94533,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,West,5741,Corporate,2021-03-31,First Class,Shipped Late,California,Furnishings,3,1,0,10,1,26,27
Furniture,Seattle,United States,RS-19420,Ricardo Sperren,2021-01-08,CA-2021-115154,98115,FUR-TA-10001950,Balt Solid Wood Round Tables,West,2290,Corporate,2021-01-11,First Class,Shipped Late,Washington,Tables,3,1,0,80,2,893,924
Furniture,Anaheim,United States,KD-16615,Ken Dana,2019-09-13,US-2019-129007,92804,FUR-FU-10004018,Tensor Computer Mounted Lamp,West,9910,Corporate,2019-09-15,First Class,Shipped Late,California,Furnishings,2,1,0,12,3,45,46
Furniture,Los Angeles,United States,RW-19540,Rick Wilson,2019-02-03,CA-2019-157959,90008,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,West,1909,Corporate,2019-02-04,First Class,Shipped On Time,California,Furnishings,1,1,0,41,4,137,142
Furniture,Anaheim,United States,KD-16615,Ken Dana,2019-09-13,US-2019-129007,92804,FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,West,9909,Corporate,2019-09-15,First Class,Shipped Late,California,Furnishings,2,1,0,25,5,207,215
Furniture,Henderson,United States,AH-10075,Adam Hart,2021-04-15,CA-2021-118857,89015,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",West,1867,Corporate,2021-04-18,First Class,Shipped Late,Nevada,Furnishings,3,1,0,71,5,196,203
Furniture,San Francisco,United States,VP-21760,Victoria Pisteka,2018-09-06,CA-2018-130449,94109,FUR-FU-10001487,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",West,6623,Corporate,2018-09-09,First Class,Shipped Late,California,Furnishings,3,1,0,12,6,42,43
Furniture,Henderson,United States,LW-16990,Lindsay Williams,2020-05-05,US-2020-102239,89015,FUR-TA-10003392,Global Adaptabilities Conference Tables,West,7115,Corporate,2020-05-06,First Class,Shipped On Time,Nevada,Tables,1,1,0,320,6,1686,1745
Furniture,Anaheim,United States,KD-16615,Ken Dana,2019-09-13,US-2019-129007,92804,FUR-FU-10004973,Flat Face Poster Frame,West,9906,Corporate,2019-09-15,First Class,Shipped Late,California,Furnishings,2,1,0,55,7,132,136
Furniture,Fairfield,United States,DH-13075,Dave Hallsten,2021-03-28,US-2021-147886,94533,FUR-FU-10003829,Stackable Trays,West,5746,Corporate,2021-03-31,First Class,Shipped Late,California,Furnishings,3,1,0,7,7,22,22
Furniture,Seattle,United States,BS-11365,Bill Shonely,2018-05-04,US-2018-148194,98105,FUR-FU-10001852,"Eldon Regeneration Recycled Desk Accessories, Smoke",West,7999,Corporate,2018-05-07,First Class,Shipped Late,Washington,Furnishings,3,1,0,4,7,12,13
Furniture,San Francisco,United States,AS-10045,Aaron Smayling,2020-09-25,CA-2020-148747,94110,FUR-BO-10002613,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",West,9538,Corporate,2020-09-27,First Class,Shipped Late,California,Bookcases,2,1,0.15,84,2,478,494
Furniture,Los Angeles,United States,JD-16150,Justin Deggeller,2018-11-16,CA-2018-119144,90008,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",West,8710,Corporate,2018-11-18,First Class,Shipped Late,California,Bookcases,2,1,0.15,25,3,306,317
Furniture,San Francisco,United States,JO-15145,Jack O'Briant,2021-10-27,CA-2021-130764,94110,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",West,4024,Corporate,2021-10-28,First Class,Shipped On Time,California,Bookcases,1,1,0.15,7,5,557,576
Furniture,Los Angeles,United States,TS-21370,Todd Sumrall,2018-10-28,CA-2018-101931,90049,FUR-BO-10001337,O'Sullivan Living Dimensions 2-Shelf Bookcases,West,3846,Corporate,2018-10-31,First Class,Shipped Late,California,Bookcases,3,1,0.15,-36,6,617,639
Furniture,San Francisco,United States,SC-20260,Scott Cohen,2019-08-31,CA-2019-111514,94122,FUR-BO-10002545,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",West,2354,Corporate,2019-09-02,First Class,Shipped Late,California,Bookcases,2,1,0.15,201,7,1553,1607
Furniture,San Francisco,United States,NC-18535,Nick Crebassa,2021-04-01,CA-2021-149881,94110,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",West,4218,Corporate,2021-04-03,First Class,Shipped Late,California,Bookcases,2,1,0.15,85,8,483,500
Furniture,Denver,United States,CC-12610,Corey Catlett,2020-10-10,CA-2020-157707,80219,FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",West,7970,Corporate,2020-10-12,First Class,Shipped Late,Colorado,Chairs,2,1,0.2,14,1,121,125
Furniture,Los Angeles,United States,JM-15655,Jim Mitchum,2021-10-27,CA-2021-151225,90032,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,West,7619,Corporate,2021-10-29,First Class,Shipped Late,California,Tables,2,1,0.2,9,1,190,196
Furniture,San Diego,United States,DS-13180,David Smith,2020-12-14,CA-2020-146325,92037,FUR-CH-10001146,"Global Task Chair, Black",West,7941,Corporate,2020-12-17,First Class,Shipped Late,California,Chairs,3,1,0.2,-9,2,81,84
Furniture,Springfield,United States,DK-12835,Damala Kotsonis,2021-10-21,CA-2021-167094,97477,FUR-CH-10000155,Global Comet Stacking Armless Chair,West,1904,Corporate,2021-10-22,First Class,Shipped On Time,Oregon,Chairs,1,1,0.2,48,2,478,495
Furniture,Seattle,United States,MM-18280,Muhammed MacIntyre,2020-03-14,CA-2020-124793,98103,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",West,4259,Corporate,2020-03-16,First Class,Shipped Late,Washington,Chairs,2,1,0.2,-22,2,197,204
Furniture,Los Angeles,United States,AO-10810,Anthony O'Donnell,2020-08-16,CA-2020-148096,90045,FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",West,6134,Corporate,2020-08-19,First Class,Shipped Late,California,Tables,3,1,0.2,12,2,161,167
Furniture,Anaheim,United States,KD-16615,Ken Dana,2019-09-13,US-2019-129007,92804,FUR-CH-10000155,Global Comet Stacking Armless Chair,West,9908,Corporate,2019-09-15,First Class,Shipped Late,California,Chairs,2,1,0.2,72,3,718,743
Furniture,Santa Barbara,United States,KN-16390,Katherine Nockton,2019-10-10,CA-2019-132388,93101,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",West,9913,Corporate,2019-10-12,First Class,Shipped Late,California,Chairs,2,1,0.2,-54,3,362,375
Furniture,Sunnyvale,United States,JB-15400,Jennifer Braxton,2021-11-09,CA-2021-158246,94086,FUR-CH-10003061,"Global Leather Task Chair, Black",West,2122,Corporate,2021-11-11,First Class,Shipped Late,California,Chairs,2,1,0.2,-3,3,216,224
Furniture,Los Angeles,United States,RS-19765,Roland Schwarz,2021-10-15,CA-2021-113670,90045,FUR-TA-10001705,Bush Advantage Collection Round Conference Table,West,3711,Corporate,2021-10-17,First Class,Shipped Late,California,Tables,2,1,0.2,6,3,510,528
Furniture,Tucson,United States,AB-10600,Ann Blume,2021-11-10,US-2021-155425,85705,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,West,1368,Corporate,2021-11-11,First Class,Shipped On Time,Arizona,Chairs,1,1,0.2,-146,4,899,931
Furniture,San Diego,United States,DJ-13510,Don Jones,2020-08-26,CA-2020-128594,92037,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,West,2857,Corporate,2020-08-29,First Class,Shipped Late,California,Chairs,3,1,0.2,100,4,1603,1659
Furniture,San Francisco,United States,FC-14335,Fred Chung,2020-03-15,CA-2020-138968,94110,FUR-CH-10000309,Global Comet Stacking Arm Chair,West,7649,Corporate,2020-03-16,First Class,Shipped On Time,California,Chairs,1,1,0.2,85,4,1352,1399
Furniture,Aurora,United States,GB-14530,George Bell,2019-09-11,CA-2019-126186,80013,FUR-FU-10000073,Deflect-O Glasstique Clear Desk Accessories,West,8550,Corporate,2019-09-12,First Class,Shipped On Time,Colorado,Furnishings,1,1,0.2,4,4,25,26
Furniture,Los Angeles,United States,NS-18640,Noel Staavos,2018-06-25,CA-2018-159338,90049,FUR-TA-10004147,Hon 4060 Series Tables,West,1098,Corporate,2018-06-28,First Class,Shipped Late,California,Tables,3,1,0.2,11,5,448,464
Furniture,Long Beach,United States,JG-15310,Jason Gross,2021-12-28,CA-2021-101322,90805,FUR-CH-10003968,Novimex Turbo Task Chair,West,6150,Corporate,2021-12-31,First Class,Shipped Late,California,Chairs,3,1,0.2,-34,6,341,353
Furniture,Denver,United States,CC-12610,Corey Catlett,2020-10-10,CA-2020-157707,80219,FUR-BO-10001567,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",West,7968,Corporate,2020-10-12,First Class,Shipped Late,Colorado,Bookcases,2,1,0.7,-191,3,91,94
